id,claim,evidence_doc_id,evidence_label,evidence_sentences,cited_doc_ids
285,Continued HHV-8 transmission among MSM in San Francisco may be explained by urogenital contact.,,,[],[5548081]
286,Converting apoE4 to apoE3 by gene editing prevents the pathology associated with apoE4 in human iPSCderived neurons.,4709641,SUPPORT,[3],[4709641]
287,Converting apoE4 to apoE3 by gene editing worsens the pathology associated with apoE4 in human iPSCderived neurons.,4709641,CONTRADICT,[3],[4709641]
290,Cost effectiveness evaluations based on cRCT data accurately reflect prices for patients in actual clinical practice.,15048300,CONTRADICT,[10 11],[15048300]
290,Cost effectiveness evaluations based on cRCT data accurately reflect prices for patients in actual clinical practice.,15048300,CONTRADICT,[12],[15048300]
292,Cost effectiveness evaluations based on cRCT data lack external validity.,15048300,SUPPORT,[8],[15048300]
292,Cost effectiveness evaluations based on cRCT data lack external validity.,15048300,SUPPORT,[10 11],[15048300]
292,Cost effectiveness evaluations based on cRCT data lack external validity.,15048300,SUPPORT,[12],[15048300]
293,Crossover hot spots are found within gene promoters in Saccharomyces cerevisiae.,,,[],[10874408]
296,Cyclin A2 destruction is necessary to switch from unstable to stable kt-mt attachments in mitosis.,4398832,SUPPORT,[5],[4398832]
296,Cyclin A2 destruction is necessary to switch from unstable to stable kt-mt attachments in mitosis.,4398832,SUPPORT,[6],[4398832]
296,Cyclin A2 destruction is necessary to switch from unstable to stable kt-mt attachments in mitosis.,4398832,SUPPORT,[7],[4398832]
299,Cytochrome c is transferred from cytosol to the mitochondrial intermembrane space during apoptosis.,39381118,CONTRADICT,[0],[39381118]
301,Cytosolic proteins bind to iron-responsive elements on mRNAs coding for TFRC1.,,,[],[3553087]
304,DMS3 protein enables Pol V transcription in vivo.,,,[],[14797520]
305,DRD1 proteins enable Pol V transcription in vivo.,14797520,SUPPORT,[3],[14797520]
306,DUSP4 decreases apoptosis.,7821634,CONTRADICT,[6],[7821634]
308,DUSP4 downregulation deactivates the Ras-ERK pathway,7821634,CONTRADICT,[4 5],[7821634]
308,DUSP4 downregulation deactivates the Ras-ERK pathway,7821634,CONTRADICT,[9],[7821634]
309,DUSP4 increases apoptosis.,7821634,SUPPORT,[6],[7821634]
310,De novo assembly of sequence data has fewer specific contigs than unassembled sequence data.,,,[],[6173523]
313,De novo assembly of sequence data has shorter contigs than unassembled sequence data.,,,[],[6173523]
315,Decrease of p62 in prostate tumor stroma results in defective autophagy.,,,[],[3701541]
316,Decreased conversion of PGE 2 to PPARy ligand 15-ket-PGE 2 causes accumulation of PGE.,,,[],[712078]
317,Decreased diastolic blood pressure (DBP) is associated with abdominal aortic aneurysm.,4506414,CONTRADICT,[9],[4506414]
323,Deleting Raptor increases G-CSF levels.,,,[],[2014909]
325,Deletion of ATM and Rad3 related protein is not predictive of acute tissue loss.,,,[],[40349336]
326,Deletion of ATM and Rad3 related protein leads to acute tissue loss.,,,[],[40349336]
330,Deltex has no known interactions with eIF3f.,9505448,CONTRADICT,[6],[9505448]
331,Deltex interacts with eIF3. There is no known interaction between Deltex and elF3,9505448,CONTRADICT,[6],[9505448]
332,Depletion of T-helper 17 (Th17) cells during simian immunodeficiency virus (SIV) infection decreases dissemination of Salmonella Typhimurium from the gut.,29023309,CONTRADICT,[1],[29023309]
332,Depletion of T-helper 17 (Th17) cells during simian immunodeficiency virus (SIV) infection decreases dissemination of Salmonella Typhimurium from the gut.,29023309,CONTRADICT,[3],[29023309]
333,Depletion of T-helper 17 (Th17) cells during simian immunodeficiency virus (SIV) infection increases dissemination of Salmonella Typhimurium from the gut.,29023309,SUPPORT,[1],[29023309]
333,Depletion of T-helper 17 (Th17) cells during simian immunodeficiency virus (SIV) infection increases dissemination of Salmonella Typhimurium from the gut.,29023309,SUPPORT,[3],[29023309]
334,Depletion of nitric oxide is responsible for vasospasm.,25079962,SUPPORT,[1],[25079962]
334,Depletion of nitric oxide is responsible for vasospasm.,25079962,SUPPORT,[10],[25079962]
334,Depletion of nitric oxide is responsible for vasospasm.,25079962,SUPPORT,[12],[25079962]
335,Deregulation of HAND2 is a crucial step in endometrial carcinogenesis in mice.,1780819,SUPPORT,[10],[1780819]
336,Destination container port throughput(CPT) is negatively related to dengue virus (DENV-1) diffusion in air traffic shipments.,,,[],[2097256]
337,Destination container port throughput(CPT) is positively related to dengue virus (DENV-1) diffusion in air traffic shipments.,,,[],[2097256]
339,Dexamethasone increases risk of postoperative bleeding.,23349986,SUPPORT,[10 11],[23349986]
339,Dexamethasone increases risk of postoperative bleeding.,23349986,SUPPORT,[12],[23349986]
339,Dexamethasone increases risk of postoperative bleeding.,23349986,SUPPORT,[15],[23349986]
340,Diabetes remission occurs less in people treated with conventional therapy than in people treated with laparoscopic adjustable gastric banding surgery.,7098463,SUPPORT,[9],[7098463]
340,Diabetes remission occurs less in people treated with conventional therapy than in people treated with laparoscopic adjustable gastric banding surgery.,7098463,SUPPORT,[10],[7098463]
340,Diabetes remission occurs less in people treated with conventional therapy than in people treated with laparoscopic adjustable gastric banding surgery.,7098463,SUPPORT,[14],[7098463]
341,Diabetes remission occurs more in people treated with conventional therapy than in people treated with laparoscopic adjustable gastric banding surgery.,7098463,CONTRADICT,[9],[7098463]
341,Diabetes remission occurs more in people treated with conventional therapy than in people treated with laparoscopic adjustable gastric banding surgery.,7098463,CONTRADICT,[10],[7098463]
341,Diabetes remission occurs more in people treated with conventional therapy than in people treated with laparoscopic adjustable gastric banding surgery.,7098463,CONTRADICT,[14],[7098463]
342,Diabetic patients with acute coronary syndrome experience decreased short-term and long-term risk for bleeding events.,5884524,CONTRADICT,[5],[7873737 5884524]
345,"Differentiated E2f-1, -2, -3 TKO cells in the intestine do not exhibit apoptosis.",,,[],[4394817]
346,Differentiation of progenitor cells to myeloid cells is skewed upon activation of insulin signaling.,11902109,CONTRADICT,[5],[11902109]
347,Differentiation of progenitor cells to myeloid cells is skewed when insulin signaling is suppressed.,11902109,SUPPORT,[5],[11902109]
349,Diminished ovarian reserve is a reliable indicator of infertility in a non-infertile population.,13497630,CONTRADICT,[7],[13497630]
349,Diminished ovarian reserve is a reliable indicator of infertility in a non-infertile population.,13497630,CONTRADICT,[8],[13497630]
349,Diminished ovarian reserve is a reliable indicator of infertility in a non-infertile population.,13497630,CONTRADICT,[9],[13497630]
349,Diminished ovarian reserve is a reliable indicator of infertility in a non-infertile population.,13497630,CONTRADICT,[11],[13497630]
351,Distant CREs are important for transcriptional regulation.,,,[],[14658685]
352,Distant CREs are less conserved among species.,,,[],[14658685]
355,Drosophila supracellular actomyosin structures are found at boundaries in wing imaginal discs.,12800122,SUPPORT,[8],[12800122 38380061]
355,Drosophila supracellular actomyosin structures are found at boundaries in wing imaginal discs.,38380061,SUPPORT,[3],[12800122 38380061]
356,Dscam1 acts as a hypervariable pattern-recognition receptor for the immune system.,6144337,SUPPORT,[1],[6144337]
356,Dscam1 acts as a hypervariable pattern-recognition receptor for the immune system.,6144337,SUPPORT,[3],[6144337]
356,Dscam1 acts as a hypervariable pattern-recognition receptor for the immune system.,6144337,SUPPORT,[5],[6144337]
356,Dscam1 acts as a hypervariable pattern-recognition receptor for the immune system.,6144337,SUPPORT,[6],[6144337]
357,"During non-homologous end joining, the ligation step is not as tolerant of disrepairs and other distortions when joining 3' of strand breaks as compared to 5' strand breaks.",,,[],[18111172]
358,"During non-homologous end joining, the ligation step is not as tolerant of disrepairs and other distortions when joining 5' of strand breaks as compared to 3' strand breaks.",,,[],[18111172]
361,During the primary early antibody response activated B cells migrate toward the inner-and outer follicular areas where oxysterol accumulation is generated by stromal cells.,,,[],[38587347]
363,EG7 tumors can be killed by systemic oxaliplatin primed CD8+ T cells from the tumor-draining lymph node cells.,,,[],[5386514]
364,EGR2 is important to myelination of the peripheral nervous system.,,,[],[1550937]
365,ER-localized phosphatase Sac1 processes PI4P through coordination with OSBP and the endosome-localized protein sorting nexin 2.,,,[],[600437]
366,ERAP1 SNPs are epistatic to HLA alleles for ankylosing spondylitis.,13956305,SUPPORT,[5],[13956305]
367,Early patent ductus ateriosus (PDA) screening decreases in-hospital mortality.,27099731,SUPPORT,[10],[27099731]
367,Early patent ductus ateriosus (PDA) screening decreases in-hospital mortality.,27099731,SUPPORT,[13],[27099731]
368,Early patent ductus ateriosus (PDA) screening increases in-hospital mortality.,27099731,CONTRADICT,[10],[27099731]
368,Early patent ductus ateriosus (PDA) screening increases in-hospital mortality.,27099731,CONTRADICT,[13],[27099731]
369,"Ectopic expression of Sall4, Nanog, Esrrb, and Lin28 generates induced pluripotent stem cells from mouse embryonic fibroblasts more efficiently than other factor combinations.",6826100,SUPPORT,[4],[6826100]
370,Egr2 regulates the homeostasis of B and T cells.,1550937,SUPPORT,[2],[1550937]
370,Egr2 regulates the homeostasis of B and T cells.,1550937,SUPPORT,[3],[1550937]
370,Egr2 regulates the homeostasis of B and T cells.,1550937,SUPPORT,[4],[1550937]
370,Egr2 regulates the homeostasis of B and T cells.,1550937,SUPPORT,[5],[1550937]
371,Egr3 regulates the homeostasis of B and T cells.,1550937,SUPPORT,[2],[1550937]
371,Egr3 regulates the homeostasis of B and T cells.,1550937,SUPPORT,[3],[1550937]
371,Egr3 regulates the homeostasis of B and T cells.,1550937,SUPPORT,[4],[1550937]
371,Egr3 regulates the homeostasis of B and T cells.,1550937,SUPPORT,[5],[1550937]
372,Eilat virus (EILV) produced in mosquitos elicits rapid and long-lasting neutralizing antibodies in nonhuman primates.,24922825,SUPPORT,[7 8],[24922825]
375,Elevated cell-free mitochondrial DNA levels are associated with mortality.,1522647,SUPPORT,[5],[1522647]
375,Elevated cell-free mitochondrial DNA levels are associated with mortality.,1522647,SUPPORT,[7],[1522647]
375,Elevated cell-free mitochondrial DNA levels are associated with mortality.,1522647,SUPPORT,[9],[1522647]
376,Eliminating the last sporadic cases of malaria requires considerable funding.,,,[],[22401061]
377,Emodin forms hydrogen bonds with residues involved in PGAM1 substrate binding.,,,[],[18810195]
378,Energy balance requires hypothalamic glutamate neurotransmission.,45154987,SUPPORT,[5],[45154987 10534299 11886686 25007443 17150648]
378,Energy balance requires hypothalamic glutamate neurotransmission.,45154987,SUPPORT,[7],[45154987 10534299 11886686 25007443 17150648]
378,Energy balance requires hypothalamic glutamate neurotransmission.,45154987,SUPPORT,[8],[45154987 10534299 11886686 25007443 17150648]
378,Energy balance requires hypothalamic glutamate neurotransmission.,10534299,SUPPORT,[3],[45154987 10534299 11886686 25007443 17150648]
378,Energy balance requires hypothalamic glutamate neurotransmission.,10534299,SUPPORT,[4],[45154987 10534299 11886686 25007443 17150648]
378,Energy balance requires hypothalamic glutamate neurotransmission.,10534299,SUPPORT,[5],[45154987 10534299 11886686 25007443 17150648]
378,Energy balance requires hypothalamic glutamate neurotransmission.,10534299,SUPPORT,[6],[45154987 10534299 11886686 25007443 17150648]
378,Energy balance requires hypothalamic glutamate neurotransmission.,11886686,SUPPORT,[7],[45154987 10534299 11886686 25007443 17150648]
378,Energy balance requires hypothalamic glutamate neurotransmission.,17150648,SUPPORT,[2],[45154987 10534299 11886686 25007443 17150648]
378,Energy balance requires hypothalamic glutamate neurotransmission.,17150648,SUPPORT,[3],[45154987 10534299 11886686 25007443 17150648]
378,Energy balance requires hypothalamic glutamate neurotransmission.,17150648,SUPPORT,[4],[45154987 10534299 11886686 25007443 17150648]
379,Enhanced early production of inflammatory chemokines damages viral control in the lung.,19005293,CONTRADICT,[2],[19005293]
381,Environmental factors can influence the development of breast cancer.,18340282,SUPPORT,[2],[18340282]
381,Environmental factors can influence the development of breast cancer.,18340282,SUPPORT,[6],[18340282]
382,Environmentally-induced senescence is mimicked in disease modeling by adding specific molecules to the culture system.,11659421,SUPPORT,[1 2],[11659421]
382,Environmentally-induced senescence is mimicked in disease modeling by adding specific molecules to the culture system.,11659421,SUPPORT,[4 5],[11659421]
383,Epidemiological disease burden from noncommunicable diseases is more prevalent in high economic settings.,,,[],[13770184]
389,Ethanol stress increases the expression of IBP in bacteria.,,,[],[1148122]
390,Ethanol stress increases the expression of PSP in bacteria.,,,[],[1148122]
391,Ethanol stress increases the expression of SRL in bacteria.,,,[],[1148122]
392,Ethanol stress lowers the expression of PSP in bacteria.,,,[],[1148122]
393,Ethanol stress reduces the expression of SRL in bacteria.,,,[],[1148122]
394,Excess gestational weight gain is associated with obesity-related pregnancy outcomes.,11360768,SUPPORT,[8],[11360768]
394,Excess gestational weight gain is associated with obesity-related pregnancy outcomes.,11360768,SUPPORT,[11],[11360768]
394,Excess gestational weight gain is associated with obesity-related pregnancy outcomes.,11360768,SUPPORT,[12],[11360768]
396,Exercise increases cancer mortality rates among Chinese citizens.,1456068,CONTRADICT,[8],[1456068]
396,Exercise increases cancer mortality rates among Chinese citizens.,1456068,CONTRADICT,[10],[1456068]
396,Exercise increases cancer mortality rates among Chinese citizens.,1456068,CONTRADICT,[11],[1456068]
397,Exercise reduces cancer mortality rates among Chinese citizens.,1456068,SUPPORT,[8],[1456068]
397,Exercise reduces cancer mortality rates among Chinese citizens.,1456068,SUPPORT,[10],[1456068]
397,Exercise reduces cancer mortality rates among Chinese citizens.,1456068,SUPPORT,[11],[1456068]
398,Exhaustion of B cells contributes to poor Ab response in HIV-infected individuals.,,,[],[8883846]
400,Exposure to fine particulate air pollution is unrelated to anxiety prevalence.,791050,CONTRADICT,[7],[791050]
400,Exposure to fine particulate air pollution is unrelated to anxiety prevalence.,791050,CONTRADICT,[11],[791050]
401,"Expression of MSX2 is induced 3 hours after the addition of BMP4, which is earlier than T and CDX2.",,,[],[5633876]
403,Expression of oncolytic virus antigens as peptides makes relapse more likely.,,,[],[1921218]
404,Expression of oncolytic virus antigens as peptides permits additional protection against relapse.,,,[],[1921218]
406,F4/80+ macrophages regulate mature osteoblast maintenance.,,,[],[6796297]
407,FACT and other histone chaperone(s) compensate for Histone 2A (H2A)-histone 2B (H2B) dimer eviction during the histone exchange process.,,,[],[9889151]
413,Female carriers of the Apolipoprotein E4 (APOE4) allele have decreased risk for dementia.,6309659,CONTRADICT,[12],[6309659]
414,Female carriers of the Apolipoprotein E4 (APOE4) allele have increased risk for Alzheimer's disease.,6309659,SUPPORT,[12],[6309659]
416,Female carriers of the Apolipoprotein E4 (APOE4) allele have longer lifetime exposure to estrogen due to an increased reproductive period.,6309659,SUPPORT,[12],[6309659]
417,Female carriers of the Apolipoprotein E4 (APOE4) allele have shorter lifetime exposure to estrogen due to a decreased reproductive period.,6309659,CONTRADICT,[12],[6309659]
418,Fibroblast Growth Factor is a ligand which signals through receptor tyrosine kinases.,,,[],[16660256]
420,Fibroblast growth factor 21 protects against atherosclerosis by modulating adiponectin and SREBP2 levels.,9315213,SUPPORT,[5],[9315213]
422,Flexible molecules experience less steric hindrance in the tumor microenviroment than rigid molecules.,,,[],[11172205]
423,Folate and vitamin B12 levels influence the association between homocysteine and preeclampsia.,,,[],[8595678]
425,"For every 1,000 children with cerebral palsy, more than 300 of them are premature or underweight at birth.",,,[],[33257464]
426,Forkhead 0 (fox0) transcription factors are involved in apoptosis.,16728949,SUPPORT,[0],[16728949]
428,Forkhead 0 (fox0) transcription factors are involved in cellular differentiation.,16728949,SUPPORT,[0],[16728949]
429,Formation of N-terminal pyroglutamate by glutamine cyclase (GC) competes with NTAQ1 for Nt-Gln substrates.,,,[],[36540079]
430,FoxO3a activation in neuronal death is inhibited by reactive oxygen species (ROS).,28937856,CONTRADICT,[5],[28937856]
432,Foxk2 regulates autophagy genes in muscle cells and fibroblast cells.,8002887,SUPPORT,[3],[8002887]
432,Foxk2 regulates autophagy genes in muscle cells and fibroblast cells.,8002887,SUPPORT,[5],[8002887]
434,Foxp3 enables the expression of transcriptional regulators implicated in memory T cell development.,,,[],[9500590]
435,Foxp3 represses the expression of transcriptional regulators implicated in memory T cell development.,,,[],[9500590]
441,G-CSF increases the expansion and infiltration of MDSCs into tumors.,2014909,SUPPORT,[2],[2014909]
444,GATA3 regulates cell cycle progression in bone marrow hematopoietic stem cells.,10165258,SUPPORT,[5 6],[10165258]
445,GATA3 regulates self-renewal capacity in bone marrow hematopoietic stem cells.,10165258,SUPPORT,[4],[10165258]
445,GATA3 regulates self-renewal capacity in bone marrow hematopoietic stem cells.,10165258,SUPPORT,[6],[10165258]
447,Gastric infection with Helicobacter pylori decreases risk of gastric cancer in humans.,2052720,CONTRADICT,[6],[2052720]
447,Gastric infection with Helicobacter pylori decreases risk of gastric cancer in humans.,2052720,CONTRADICT,[7],[2052720]
448,Gastric infection with Helicobacter pylori increases risk of gastric cancer in humans.,2052720,SUPPORT,[6],[2052720]
448,Gastric infection with Helicobacter pylori increases risk of gastric cancer in humans.,2052720,SUPPORT,[7],[2052720]
449,Gastric lavage is an effective treatment for acute paraquat poisoning.,,,[],[12209494  3430789]
453,General exercise therapy is more effective than rotator cuff exercises in reducing pain and improving function of the shoulder.,4200695,CONTRADICT,[11],[4200695]
454,General exercise therapy is more effective than scapular stabilizer exercises in reducing pain and improving function of the shoulder.,4200695,CONTRADICT,[11],[4200695]
454,General exercise therapy is more effective than scapular stabilizer exercises in reducing pain and improving function of the shoulder.,4200695,CONTRADICT,[12],[4200695]
454,General exercise therapy is more effective than scapular stabilizer exercises in reducing pain and improving function of the shoulder.,4200695,CONTRADICT,[14],[4200695]
455,Genes involved in pre-mRNA splicing have a significant impact on genome stability.,12643937,SUPPORT,[3],[12643937]
456,Genes regulated by Esrrb transcription factor are sensitive to Mbd3 function.,,,[],[30507607]
458,Genetic deficiency of mast cells leads to decreased weight gain in a mouse model of diet-induced obesity.,597790,SUPPORT,[3],[597790]
461,Genetic deletion of JAM-A increases gut permeability.,40096222,SUPPORT,[0],[40096222]
463,Genomic aberrations of metastases provide information for targeted therapy.,19736671,SUPPORT,[5],[19736671]
466,Genomic sequences involved in alternative splicing responsible for Hutchinson-Gilford progeria syndrome (HGPS) are abundant in the ''progerinonly'' allele of Lmna knock-in models.,22544171,CONTRADICT,[0 4 5],[22544171]
469,Glial calcium waves influence seizures.,1410197,SUPPORT,[ 6 10],[1410197]
470,"Glioblastoma multiforme (GBM) is characterized by extensive invasion, rapid growth, necrosis, and angiogenesis.",12685434,SUPPORT,[2],[12685434]
472,Glucose restriction to 0.05% reduces RLS (replicative life span) by 20-40% in S. cerevisiae.,,,[],[ 7185591 26330861  4414481]
473,Glycan adaptation involves insertion-deletion events.,,,[],[4373433]
474,Glycan adaptation is rarely observed in the B-cell repertoire.,,,[],[4373433]
479,Gpr124 increases BBB breakdown in mouse models of ischemic stroke.,6325527,CONTRADICT,[2],[6325527]
480,Gpr124 suppresses BBB breakdown in mouse models of ischemic stroke.,6325527,SUPPORT,[2],[6325527]
481,Guanine nucleotide dissociation inhibitor (Rho-GDI) interacts with the p75 NTR death domain,,,[],[14706752]
482,Guanine nucleotide exchange factors (GEFs) mediate RhoA activation in response to tensional forces on fibronectin-binding integrins.,10991183,SUPPORT,[3],[10991183]
483,H.pylori-mediated gastric cancer occurs due to the accumulation of mutations in host epithelial cells.,22703082,SUPPORT,[2],[22703082]
483,H.pylori-mediated gastric cancer occurs due to the accumulation of mutations in host epithelial cells.,22703082,SUPPORT,[3],[22703082]
484,"H4 G94P proteins induce chromatin assembly, which increases free histones.",,,[],[14637235]
485,H4 G94P proteins induce degradation of free histones via Rad53-dependent mechanisms.,,,[],[14637235]
486,"H4 G94P proteins inhibit chromatin assembly, which decreases free histones.",,,[],[14637235]
487,H4 G94P proteins suppress degradation of free histones via Rad53-dependent mechanisms.,,,[],[14637235]
488,HAND2 methylation is a key step in early endometrial carcinogenesis.,1780819,SUPPORT,[4],[1780819]
488,HAND2 methylation is a key step in early endometrial carcinogenesis.,1780819,SUPPORT,[7],[1780819]
488,HAND2 methylation is a key step in early endometrial carcinogenesis.,1780819,SUPPORT,[9],[1780819]
488,HAND2 methylation is a key step in early endometrial carcinogenesis.,1780819,SUPPORT,[11],[1780819]
489,HIV trans-activator protein (TAT) effectively transports large and small molecules across cellular membranes into larger populations of neurons.,,,[],[6625693]
490,HNF4A mutations are associated with macrosomia in infancy.,,,[],[56893404]
492,HOXB4 facilitates HSC expansion when co-cultured with HSCs.,,,[],[19583924]
493,HOXB4 is a highly expressed component of cellular secretome from fetal liver cell populations.,,,[],[19583924]
494,HSCT-T dosage may not be diagnostic if the onset of symptoms occurs less than 3 hours before AMI.,,,[],[34873974]
495,Having a main partner improves HIV outcomes.,17077004,SUPPORT,[7],[17077004]
495,Having a main partner improves HIV outcomes.,17077004,SUPPORT,[9],[17077004]
498,Having a main partner worsens HIV outcomes.,17077004,CONTRADICT,[7],[17077004]
498,Having a main partner worsens HIV outcomes.,17077004,CONTRADICT,[9],[17077004]
499,HbA1c consistently overestimates glycemic control in black individuals with Sickle cell trait (SCT).,26064662,CONTRADICT,[10],[26064662]
499,HbA1c consistently overestimates glycemic control in black individuals with Sickle cell trait (SCT).,26064662,CONTRADICT,[11],[26064662]
499,HbA1c consistently overestimates glycemic control in black individuals with Sickle cell trait (SCT).,26064662,CONTRADICT,[13],[26064662]
499,HbA1c consistently overestimates glycemic control in black individuals with Sickle cell trait (SCT).,26064662,CONTRADICT,[14],[26064662]
499,HbA1c consistently overestimates glycemic control in black individuals with Sickle cell trait (SCT).,26064662,CONTRADICT,[15],[26064662]
500,Headaches are correlated with cognitive impairment.,17930286,CONTRADICT,[12],[17930286]
504,Healthy volunteers exhibit rapid and transient increase of cellular ATP after being bolus-injected with fructose.,10883736,CONTRADICT,[11],[10883736]
505,Helicobacter pylori-induced aberrant NF-kB-dependent expression of activation-induced cytidine deaminase contributes to the mutagenesis of host DNA.,22703082,SUPPORT,[1],[22703082]
505,Helicobacter pylori-induced aberrant NF-kB-dependent expression of activation-induced cytidine deaminase contributes to the mutagenesis of host DNA.,22703082,SUPPORT,[3],[22703082]
506,Helminths interfere with immune system control of coinfections by microbial pathogens 16.,7433668,SUPPORT,[1],[7433668]
506,Helminths interfere with immune system control of coinfections by microbial pathogens 16.,7433668,SUPPORT,[2],[7433668]
506,Helminths interfere with immune system control of coinfections by microbial pathogens 16.,7433668,SUPPORT,[7],[7433668]
509,Hematopoietic Stem Cell purification reaches purity rates above 90%.,,,[],[13980338]
515,High levels of CRP lead to a higher risk of exacerbations in chronic obstructive pulmonary disease (COPD).,29564505,SUPPORT,[8],[29564505]
515,High levels of CRP lead to a higher risk of exacerbations in chronic obstructive pulmonary disease (COPD).,29564505,SUPPORT,[13],[29564505]
523,"Higher plasma levels of I-carnitine, when associated with trimethylamine N-oxide, are negatively correlated with cardiovascular events in humans.",14803797,CONTRADICT,[1],[14803797]
523,"Higher plasma levels of I-carnitine, when associated with trimethylamine N-oxide, are negatively correlated with cardiovascular events in humans.",14803797,CONTRADICT,[5],[14803797]
524,"Higher plasma levels of I-carnitine, when associated with trimethylamine N-oxide, are positively correlated with cardiovascular events in humans.",14803797,SUPPORT,[1],[14803797]
524,"Higher plasma levels of I-carnitine, when associated with trimethylamine N-oxide, are positively correlated with cardiovascular events in humans.",14803797,SUPPORT,[5],[14803797]
526,Homozygous deletion of murine Sbds gene from osterix-expressing mesenchymal stem and progenitor cells (MPCs) induces oxidative stress.,,,[],[3863543]
529,Human embryonic stem cells give rise to cell types from all three embryonic germ layers.,10546779,SUPPORT,[2],[10546779 25413327 36651210]
529,Human embryonic stem cells give rise to cell types from all three embryonic germ layers.,25413327,SUPPORT,[0],[10546779 25413327 36651210]
529,Human embryonic stem cells give rise to cell types from all three embryonic germ layers.,25413327,SUPPORT,[5],[10546779 25413327 36651210]
529,Human embryonic stem cells give rise to cell types from all three embryonic germ layers.,36651210,SUPPORT,[0],[10546779 25413327 36651210]
530,"Human embryonic stem cells give rise to cell types from the outer embryonic germ layer, but not the other two layers.",10546779,CONTRADICT,[2],[10546779 25413327 36651210 87610599]
530,"Human embryonic stem cells give rise to cell types from the outer embryonic germ layer, but not the other two layers.",25413327,CONTRADICT,[0],[10546779 25413327 36651210 87610599]
530,"Human embryonic stem cells give rise to cell types from the outer embryonic germ layer, but not the other two layers.",25413327,CONTRADICT,[5],[10546779 25413327 36651210 87610599]
530,"Human embryonic stem cells give rise to cell types from the outer embryonic germ layer, but not the other two layers.",36651210,CONTRADICT,[0],[10546779 25413327 36651210 87610599]
531,Human embryonic stem cells have the capacity to give rise to differentiated progeny representative of all three embryonic germ layers.,10546779,SUPPORT,[2],[10546779 25413327 36651210]
531,Human embryonic stem cells have the capacity to give rise to differentiated progeny representative of all three embryonic germ layers.,25413327,SUPPORT,[0],[10546779 25413327 36651210]
531,Human embryonic stem cells have the capacity to give rise to differentiated progeny representative of all three embryonic germ layers.,36651210,SUPPORT,[0],[10546779 25413327 36651210]
537,Hypocretin neurones suppress panicprone state in rats.,16056514,CONTRADICT,[4],[16056514]
541,Hypothalamic glutamate neurotransmission is unrelated to energy balance.,45154987,CONTRADICT,[7],[45154987 11886686 25007443]
541,Hypothalamic glutamate neurotransmission is unrelated to energy balance.,45154987,CONTRADICT,[8],[45154987 11886686 25007443]
541,Hypothalamic glutamate neurotransmission is unrelated to energy balance.,11886686,CONTRADICT,[5],[45154987 11886686 25007443]
542,"IFI16 impedes STING phosphorylation and translocation, resulting in reduced activation of STING.",19688024,CONTRADICT,[3],[19688024]
545,IFIT1 speeds viral replication by allowing for the proliferation of mis-capped viral RNAs.,,,[],[24221369]
547,IL-10 production by monocytes inhibits CD4 + T cell response.,10648422,SUPPORT,[4],[10648422]
547,IL-10 production by monocytes inhibits CD4 + T cell response.,10648422,SUPPORT,[5],[10648422]
548,IL-6 signaling plays a major role in atherosclerotic cardiovascular disease.,18199839,SUPPORT,[8 9],[18199839]
548,IL-6 signaling plays a major role in atherosclerotic cardiovascular disease.,18199839,SUPPORT,[11],[18199839]
550,ITAM phosphorylation allows for the transfer of the T cell receptor (TCR) signal from the echo-domain to the cytoplasmic tail of the T cell receptor (TCR).,,,[],[33499189]
553,IgA plasma cells that are specific for transglutaminase 2 are scarce in the duodenal mucosa of celiac disease patients when the disease is active.,1471041,CONTRADICT,[3],[1471041]
555,Immune complex triggered cell death leads to extracellular release of nuclear DNA.,,,[],[1049501]
557,Immune complex triggered cell death leads to sequestration of oxidized mitochondrial DNA.,,,[],[1049501]
559,Immune responses in immune cells are geographically segregated.,3475317,SUPPORT,[7],[3475317]
562,Improvements in OER catalysts show stable activity over several hundred hours.,20101846,SUPPORT,[4],[20101846]
563,"In British Men, haplogroup I decreases risk of cardiovascular disease.",2867345,CONTRADICT,[7],[2867345]
564,"In British Men, haplogroup I increases risk of cardiovascular disease by 50%.",2867345,SUPPORT,[7],[2867345]
565,"In S. cerevisiae, the absence of RNA surveillance pathways causes sensitivity to high iron conditions.",16120395,SUPPORT,[1 2],[16120395]
565,"In S. cerevisiae, the absence of RNA surveillance pathways causes sensitivity to high iron conditions.",16120395,SUPPORT,[3],[16120395]
565,"In S. cerevisiae, the absence of RNA surveillance pathways causes sensitivity to high iron conditions.",16120395,SUPPORT,[4],[16120395]
566,"In S. cerevisiae, the absence of RNA surveillance pathways reduces sensitivity to high iron conditions.",16120395,CONTRADICT,[1 2],[16120395]
566,"In S. cerevisiae, the absence of RNA surveillance pathways reduces sensitivity to high iron conditions.",16120395,CONTRADICT,[3],[16120395]
566,"In S. cerevisiae, the absence of RNA surveillance pathways reduces sensitivity to high iron conditions.",16120395,CONTRADICT,[4],[16120395]
568,"In a naive state, blocking Wingless-Int-1 secretion from mouse embryonic stem cells inhibits self-renewal of the mouse embryonic stem cells.",23418635,SUPPORT,[5],[23418635]
568,"In a naive state, blocking Wingless-Int-1 secretion from mouse embryonic stem cells inhibits self-renewal of the mouse embryonic stem cells.",23418635,SUPPORT,[6],[23418635]
568,"In a naive state, blocking Wingless-Int-1 secretion from mouse embryonic stem cells inhibits self-renewal of the mouse embryonic stem cells.",23418635,SUPPORT,[7],[23418635]
